movie_title,Watch[1] or Not[0]
Bridget Jones's DiaryåÊ,46
ChocolatåÊ,46
"Legally Blonde 2: Red, White & BlondeåÊ",79
Parental GuidanceåÊ,21
No Strings AttachedåÊ,46
TombstoneåÊ,22
Romeo Must DieåÊ,22
The OmenåÊ,25
Final Destination 3åÊ,52
The Lucky OneåÊ,41
Bridge to TerabithiaåÊ,38
Finding NeverlandåÊ,81
A Madea ChristmasåÊ,52
The GreyåÊ,81
Hide and SeekåÊ,81
Anchorman: The Legend of Ron BurgundyåÊ,89
GoodfellasåÊ,6
Agent Cody BanksåÊ,6
Nanny McPheeåÊ,6
ScarfaceåÊ,50
Nothing to LoseåÊ,50
The Last EmperoråÊ,50
ContrabandåÊ,10
Money TalksåÊ,28
There Will Be BloodåÊ,28
The Wild Thornberrys MovieåÊ,28
Rugrats Go WildåÊ,28
Undercover BrotheråÊ,56
The Sisterhood of the Traveling PantsåÊ,56
Kiss of the DragonåÊ,75
The House BunnyåÊ,6
Beauty ShopåÊ,75
Million Dollar ArmåÊ,75
The GiveråÊ,50
What a Girl WantsåÊ,75
Jeepers Creepers IIåÊ,37
Good Luck ChuckåÊ,37
Cradle 2 the GraveåÊ,37
The HoursåÊ,73
She's the ManåÊ,12
Mr. Bean's HolidayåÊ,12
Anacondas: The Hunt for the Blood OrchidåÊ,57
Blood TiesåÊ,5
August RushåÊ,57
ElizabethåÊ,72
Bride of ChuckyåÊ,57
Tora! Tora! Tora!åÊ,23
Spice WorldåÊ,72
The SitteråÊ,72
Dance FlickåÊ,25
The Shawshank RedemptionåÊ,13
Crocodile Dundee in Los AngelesåÊ,25
KingpinåÊ,25
The GambleråÊ,12
August: Osage CountyåÊ,56
Ice PrincessåÊ,97
A Lot Like LoveåÊ,62
Eddie the EagleåÊ,83
He Got GameåÊ,0
Don Juan DeMarcoåÊ,62
Shaun the SheepåÊ            ,25
Dear JohnåÊ,77
The LosersåÊ,97
Don't Be Afraid of the DarkåÊ,97
WaråÊ,62
Punch-Drunk LoveåÊ,43
EuroTripåÊ,43
Half Past DeadåÊ,83
Unaccompanied MinorsåÊ,43
"Bright Lights, Big CityåÊ",83
The Adventures of PinocchioåÊ,83
The Greatest Game Ever PlayedåÊ,83
The BoxåÊ,83
The RuinsåÊ,43
The Next Best ThingåÊ,83
My Soul to TakeåÊ,23
The Girl Next DooråÊ,23
Maximum RiskåÊ,23
Stealing HarvardåÊ,23
LegendåÊ,66
Hot RodåÊ,23
Shark Night 3DåÊ,86
Angela's AshesåÊ,74
Draft DayåÊ,72
LifeforceåÊ,25
The Powerpuff GirlsåÊ            ,25
The ConspiratoråÊ,74
Lords of DogtownåÊ,42
The 33åÊ,74
Big Trouble in Little ChinaåÊ,42
A Perfect PlanåÊ,25
WarrioråÊ,23
Michael CollinsåÊ,42
GettysburgåÊ,42
Stop-LossåÊ,42
AbandonåÊ,42
Brokedown PalaceåÊ,42
The PossessionåÊ,6
Mrs. WinterbourneåÊ,42
Straw DogsåÊ,42
The HoaxåÊ,88
Stone ColdåÊ,42
The RoadåÊ,5
SheenaåÊ,25
UnderclassmanåÊ,88
Say It Isn't SoåÊ,88
The World's Fastest IndianåÊ,63
Snakes on a PlaneåÊ,37
Tank GirlåÊ,63
King's RansomåÊ,63
BlindnessåÊ,33
BloodRayneåÊ,66
CarnageåÊ,25
Where the Truth LiesåÊ,66
Cirque du Soleil: Worlds AwayåÊ,74
Without LimitsåÊ,66
Me and Orson WellesåÊ,66
The Best OfferåÊ,5
Bad Lieutenant: Port of Call New OrleansåÊ,66
A Turtle's Tale: Sammy's AdventuresåÊ,25
Little White LiesåÊ,5
Love RanchåÊ,5
The True Story of Puss'N BootsåÊ,25
Space DogsåÊ,25
The CounseloråÊ,43
IroncladåÊ,25
WaterlooåÊ,25
Kung Fu KilleråÊ,5
Red SkyåÊ,25
Dangerous LiaisonsåÊ,37
On the RoadåÊ,5
Star Trek IV: The Voyage HomeåÊ,58
Rocky BalboaåÊ,46
Point BreakåÊ,72
Scream 2åÊ,76
Jane Got a GunåÊ,66
Think Like a Man TooåÊ,10
The Whole Nine YardsåÊ,60
FootlooseåÊ,77
Old SchoolåÊ,21
The Fisher KingåÊ,73
I Still Know What You Did Last SummeråÊ,28
Return to MeåÊ,12
Zack and Miri Make a PornoåÊ,57
Nurse BettyåÊ,25
The Men Who Stare at GoatsåÊ,57
Double TakeåÊ,5
"Girl, InterruptedåÊ",72
Win a Date with Tad Hamilton!åÊ,43
Muppets from SpaceåÊ,83
The WizåÊ,74
Ready to RumbleåÊ,74
Play It to the BoneåÊ,14
I Don't Know How She Does ItåÊ,42
Piranha 3DåÊ,25
Beyond the SeaåÊ,88
Meet the DeedlesåÊ,63
The Princess and the CobbleråÊ,5
The Bridge of San Luis ReyåÊ,5
FasteråÊ,62
Howl's Moving CastleåÊ,63
ZombielandåÊ,21
King KongåÊ,39
The WaterboyåÊ,51
Star Wars: Episode V - The Empire Strikes BackåÊ,26
Bad BoysåÊ,10
The Naked Gun 2å_: The Smell of FearåÊ,2
Final DestinationåÊ,52
The Ides of MarchåÊ,28
Pitch BlackåÊ,28
Someone Like You...åÊ,13
HeråÊ,25
Eddie the EagleåÊ,83
Joy RideåÊ,62
The Adventurer: The Curse of the Midas BoxåÊ,5
Anywhere But HereåÊ,86
Chasing LibertyåÊ,74
The CrewåÊ,74
HaywireåÊ,86
Jaws: The RevengeåÊ,0
Marvin's RoomåÊ,74
The LongshotsåÊ,74
The End of the AffairåÊ,42
Harley Davidson and the Marlboro ManåÊ,14
In the Valley of ElahåÊ,88
Coco Before ChanelåÊ,88
ForsakenåÊ,25
ChÌ©riåÊ,33
RogueåÊ            ,25
Vanity FairåÊ,83
Bodyguards and AssassinsåÊ,25
1408åÊ,68
SpaceballsåÊ,56
The Water DivineråÊ,63
GhoståÊ,39
There's Something About MaryåÊ,49
The Santa ClauseåÊ,4
The RookieåÊ,21
The Game PlanåÊ,79
The Bridges of Madison CountyåÊ,46
The AnimalåÊ,22
GandhiåÊ,25
The Hundred-Foot JourneyåÊ,52
The NetåÊ,81
I Am SamåÊ,28
Son of GodåÊ,41
UnderworldåÊ,81
DerailedåÊ,75
The Informant!åÊ,12
ShadowlandsåÊ,25
Deuce Bigalow: European GigoloåÊ,62
Delivery ManåÊ,72
Victor FrankensteinåÊ,88
Our Kind of TraitoråÊ,33
Saving SilvermanåÊ,86
Diary of a Wimpy Kid: Dog DaysåÊ,6
Summer of SamåÊ,86
Jay and Silent Bob Strike BackåÊ,72
The IslandåÊ,75
The Glass HouseåÊ,43
"Hail, Caesar!åÊ",72
Josie and the PussycatsåÊ,23
HomefrontåÊ,86
The Little VampireåÊ,23
I Heart HuckabeesåÊ,74
RoboCop 3åÊ,42
Megiddo: The Omega Code 2åÊ,88
Darling LiliåÊ,63
Dudley Do-RightåÊ,42
The Transporter RefueledåÊ,83
The LibertineåÊ,63
Black BookåÊ,63
Joyeux NoelåÊ,66
Hit and RunåÊ,23
Mad MoneyåÊ,0
Before I Go to SleepåÊ,33
SorcereråÊ,25
StoneåÊ,66
MoliÌ¬reåÊ,5
Out of the FurnaceåÊ,74
Michael ClaytonåÊ,6
My Fellow AmericansåÊ,62
Arlington RoadåÊ,97
UnderdogsåÊ,25
To Rome with LoveåÊ,43
FirefoxåÊ,6
South Park: Bigger Longer & UncutåÊ,81
Death at a FuneralåÊ,14
Teenage Mutant Ninja Turtles IIIåÊ,73
HardballåÊ,28
Silver Linings PlaybookåÊ,61
Freedom WritersåÊ,75
For Colored GirlsåÊ,56
The TransporteråÊ,25
Never Back DownåÊ,97
The Rage: Carrie 2åÊ,43
The BacheloråÊ            ,25
Away We GoåÊ,42
Swing VoteåÊ,83
Moonlight MileåÊ,88
Tinker Tailor Soldier SpyåÊ,97
MollyåÊ,5
The BeaveråÊ,66
The Best Little Whorehouse in TexasåÊ,46
eXistenZåÊ,33
Raiders of the Lost ArkåÊ,85
Home Alone 2: Lost in New YorkåÊ,9
Close Encounters of the Third KindåÊ,40
PulseåÊ,0
Beverly Hills Cop IIåÊ,93
Bringing Down the HouseåÊ,61
The Silence of the LambsåÊ,61
Wayne's WorldåÊ,11
Jackass 3DåÊ,64
Jaws 2åÊ,20
Beverly Hills ChihuahuaåÊ,16
The ConjuringåÊ,65
Are We There Yet?åÊ,38
TammyåÊ,89
DisturbiaåÊ,77
School of RockåÊ,38
Mortal KombatåÊ,46
Wicker ParkåÊ,74
White ChicksåÊ,46
The DescendantsåÊ,38
HolesåÊ,10
The Last SongåÊ,92
12 Years a SlaveåÊ,22
DrumlineåÊ,22
Why Did I Get Married Too?åÊ,41
Edward ScissorhandsåÊ,22
Me Before YouåÊ,22
Madea's Witness ProtectionåÊ,10
The French ConnectionåÊ,25
Bad MomsåÊ,22
Date MovieåÊ,6
Return to Never LandåÊ,6
SelmaåÊ,52
The Jungle Book 2åÊ,6
BoogeymanåÊ,6
PremonitionåÊ,6
The Tigger MovieåÊ,50
OrphanåÊ,73
MaxåÊ,73
Meet the BrownsåÊ            ,25
Epic MovieåÊ,28
Conan the BarbarianåÊ,56
SpotlightåÊ,50
Lakeview TerraceåÊ,28
The Grudge 2åÊ,28
How Stella Got Her Groove BackåÊ,56
Bill & Ted's Bogus JourneyåÊ,56
Man of the YearåÊ,56
The Black HoleåÊ,25
The AmericanåÊ,75
SelenaåÊ,37
Vampires SuckåÊ,75
BabelåÊ,37
This Is Where I Leave YouåÊ,37
DoubtåÊ,12
Team America: World PoliceåÊ,12
Texas Chainsaw 3DåÊ,37
CopycatåÊ,57
Scary Movie 5åÊ,57
Paint Your WagonåÊ,25
MilkåÊ,57
RisenåÊ,75
Ghost ShipåÊ,72
A Very Harold & Kumar 3D ChristmasåÊ,37
Wild ThingsåÊ,72
The StepfatheråÊ,72
The DebtåÊ,57
High FidelityåÊ,13
One Missed CallåÊ,13
Eye for an EyeåÊ,52
The Bank JobåÊ,72
Eternal Sunshine of the Spotless MindåÊ,37
You AgainåÊ,25
Street KingsåÊ,25
The World's EndåÊ,25
Nancy DrewåÊ,25
DaybreakersåÊ,72
She's Out of My LeagueåÊ,57
Monte CarloåÊ,62
Stay AliveåÊ,62
Quigley Down UnderåÊ,0
Alpha and OmegaåÊ,25
The CovenantåÊ,62
Stick ItåÊ,13
ShortsåÊ,0
To Die ForåÊ,0
NerveåÊ,72
AppaloosaåÊ,0
VampiresåÊ,0
Yu-Gi-Oh! Duel MonstersåÊ            ,25
PsychoåÊ,57
My Best Friend's GirlåÊ,86
Endless LoveåÊ,62
Georgia RuleåÊ,86
Under the RainbowåÊ,14
LadyhawkeåÊ,25
Simon BirchåÊ,86
Reign Over MeåÊ,86
Into the WildåÊ,86
School for ScoundrelsåÊ,43
Silent Hill: Revelation 3DåÊ,43
From Dusk Till DawnåÊ,25
Pooh's Heffalump MovieåÊ,43
Home for the HolidaysåÊ,43
Kung Fu HustleåÊ,43
Fired UpåÊ            ,25
The Country BearsåÊ,43
The Kite RunneråÊ,83
21 GramsåÊ,83
PaparazziåÊ,83
TwilightåÊ,78
A Guy ThingåÊ,83
LoseråÊ,83
Capitalism: A Love StoryåÊ,23
The Greatest Story Ever ToldåÊ,14
Secret in Their EyesåÊ,25
Disaster MovieåÊ,23
ArmoredåÊ,83
The Man Who Knew Too LittleåÊ,23
What's Your Number?åÊ,23
LockoutåÊ,23
EnvyåÊ,74
Crank: High VoltageåÊ,23
Bullets Over BroadwayåÊ,23
One Night with the KingåÊ,23
The Quiet AmericanåÊ,74
The Weather ManåÊ,74
UndisputedåÊ,74
Ghost TownåÊ,23
12 RoundsåÊ,74
Let Me InåÊ,74
3 Ninjas Kick BackåÊ,74
Be Kind RewindåÊ,42
Mrs Henderson PresentsåÊ,42
Triple 9åÊ,74
Deconstructing HarryåÊ,42
Three to TangoåÊ,42
BurntåÊ,23
We're No AngelsåÊ,42
Everyone Says I Love YouåÊ,42
Death at a FuneralåÊ,14
Death SentenceåÊ,42
Everybody's FineåÊ,14
Superbabies: Baby Geniuses 2åÊ,14
The ManåÊ,14
Code Name: The CleaneråÊ,14
Connie and CarlaåÊ,14
Sweet CharityåÊ,25
Inherent ViceåÊ,14
DoogalåÊ,14
Battle of the YearåÊ,14
PerceptionåÊ            ,25
An American CarolåÊ,88
Machete KillsåÊ,14
WillardåÊ,88
Strange WildernessåÊ,88
Topsy-TurvyåÊ,88
Little BoyåÊ,88
A Dangerous MethodåÊ,88
A Scanner DarklyåÊ,88
Chasing MavericksåÊ,88
Alone in the DarkåÊ,63
BandslamåÊ,63
BirthåÊ,63
A Most Violent YearåÊ,88
PasschendaeleåÊ,25
Flash of GeniusåÊ,63
I'm Not There.åÊ,63
The Cold Light of DayåÊ,63
The Brothers BloomåÊ,33
"Synecdoche, New YorkåÊ",33
Princess MononokeåÊ,33
Bon voyageåÊ,33
Can't Stop the MusicåÊ,66
The PropositionåÊ,66
CourageåÊ,33
Marci XåÊ,66
EquilibriumåÊ,66
The Children of Huang ShiåÊ,66
The YardsåÊ,66
The Oogieloves in the Big Balloon AdventureåÊ,66
By the SeaåÊ,5
SteamboyåÊ,5
The Game of Their LivesåÊ,5
All Good ThingsåÊ,5
Rapa NuiåÊ,5
CJ7åÊ,5
Les couloirs du temps: Les visiteurs IIåÊ,5
Dylan Dog: Dead of NightåÊ,66
People I KnowåÊ,5
The Doombolt ChaseåÊ            ,25
The TempeståÊ,5
RegressionåÊ,5
The TouchåÊ,25
Three Kingdoms: Resurrection of the DragonåÊ,25
ShatteredåÊ,25
ZambeziaåÊ,25
RamanujanåÊ,25
Dwegons and LeprechaunsåÊ,25
Hands of StoneåÊ,25
SurvivoråÊ,25
The Frozen GroundåÊ,25
The Painted VeilåÊ,14
The Baader Meinhof ComplexåÊ,5
Dances with WolvesåÊ,96
Bad TeacheråÊ,76
Sea of LoveåÊ,60
A Cinderella StoryåÊ,81
ScreamåÊ,20
Thir13en GhostsåÊ,73
The ShiningåÊ,25
Back to the FutureåÊ,84
House on Haunted HillåÊ,28
I Can Do Bad All by MyselfåÊ,81
Fight ValleyåÊ,25
The SwitchåÊ,13
Just MarriedåÊ,22
The Devil's DoubleåÊ,66
"Gone, Baby, GoneåÊ            ",25
Thomas and the Magic RailroadåÊ,83
The CraziesåÊ,28
Spirited AwayåÊ,42
FirestormåÊ,25
The BountyåÊ,14
The Book ThiefåÊ,0
Sex DriveåÊ,14
Leap YearåÊ,5
The Fall of the Roman EmpireåÊ,25
Take Me Home TonightåÊ,88
Won't Back DownåÊ,63
The NutcrackeråÊ,33
Kansas CityåÊ,66
IndignationåÊ,5
The Amityville HorroråÊ,92
Adaptation.åÊ,62
Land of the DeadåÊ,0
Out of InfernoåÊ,25
Fear and Loathing in Las VegasåÊ,42
The Invention of LyingåÊ,86
NeighborsåÊ,59
The MaskåÊ,11
BigåÊ,64
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of KazakhstanåÊ,40
Legally BlondeåÊ,91
Star Trek III: The Search for SpockåÊ,21
The Exorcism of Emily RoseåÊ,21
Deuce Bigalow: Male GigoloåÊ,10
Left BehindåÊ,23
The Family StoneåÊ,88
Barbershop 2: Back in BusinessåÊ,10
Bad SantaåÊ,41
Austin Powers: International Man of MysteryåÊ,52
My Big Fat Greek Wedding 2åÊ,41
Diary of a Wimpy Kid: Rodrick RulesåÊ,52
PredatoråÊ,41
AmadeusåÊ,81
Prom NightåÊ,50
Mean GirlsåÊ,89
Under the Tuscan SunåÊ,73
Gosford ParkåÊ,73
The O.C.åÊ            ,25
Peggy Sue Got MarriedåÊ,73
Birdman or (The Unexpected Virtue of Ignorance)åÊ,73
Blue JasmineåÊ,12
United 93åÊ,57
HoneyåÊ,72
GloryåÊ,13
Spy HardåÊ,13
The FogåÊ,0
Soul SurferåÊ,50
Catch-22åÊ,25
Observe and ReportåÊ,97
Conan the DestroyeråÊ,25
Raging BullåÊ,5
Love HappensåÊ,62
Young Sherlock HolmesåÊ,63
FameåÊ,62
127 HoursåÊ,86
Small Time CrooksåÊ,43
Center StageåÊ,43
Love the CoopersåÊ,25
Catch That KidåÊ,43
Life as a HouseåÊ,83
Steve JobsåÊ,43
"I Love You, Beth CooperåÊ",83
Youth in RevoltåÊ,83
The Legend of the Lone RangeråÊ,14
The Tailor of PanamaåÊ,23
Blow OutåÊ,25
GetawayåÊ,42
The Ice StormåÊ,14
And So It GoesåÊ,83
Troop Beverly HillsåÊ,14
Being JuliaåÊ,14
9å_ WeeksåÊ,88
DragonslayeråÊ,88
The Last StationåÊ,88
Ed WoodåÊ,88
Labor DayåÊ,23
Mongol: The Rise of Genghis KhanåÊ,88
RocknRollaåÊ,88
MegaforceåÊ,63
HamletåÊ,63
Mao's Last DanceråÊ,63
Midnight SpecialåÊ,63
Anything ElseåÊ,33
The Railway ManåÊ,63
UnforgettableåÊ            ,25
The White RibbonåÊ,33
RestorationåÊ,25
The WraithåÊ,33
The Salton SeaåÊ,5
Metallica Through the NeveråÊ,33
The InformersåÊ,25
CarlosåÊ            ,5
I Come with the RainåÊ,25
One Man's HeroåÊ,5
Day of the DeadåÊ,25
I Am WrathåÊ,25
RenaissanceåÊ,5
ForsakenåÊ,25
Red SonjaåÊ,25
Red LightsåÊ,25
SuperbadåÊ,11
Madea Goes to JailåÊ,79
WolvesåÊ,25
Step Up 2: The StreetsåÊ,60
Hoodwinked!åÊ,81
Hotel RwandaåÊ,97
HitmanåÊ,28
Black NativityåÊ,88
The PrinceåÊ,25
City of GhostsåÊ,5
The OthersåÊ,91
AliensåÊ,89
My Fair LadyåÊ,68
I Know What You Did Last SummeråÊ,68
Let's Be CopsåÊ,38
SidewaysåÊ,46
BeerfeståÊ,86
HalloweenåÊ,6
HeroåÊ,5
Good Boy!åÊ,56
The Best Man HolidayåÊ,46
Smokin' AcesåÊ,75
Saw 3D: The Final ChapteråÊ,50
40 Days and 40 NightsåÊ,56
TRON: LegacyåÊ,9
A Night at the RoxburyåÊ,72
BeastlyåÊ,13
The Hills Have EyesåÊ,73
Dickie Roberts: Former Child StaråÊ,62
"McFarland, USAåÊ",50
Lottery TicketåÊ,97
ATLåÊ,0
Pitch PerfectåÊ,10
Summer CatchåÊ,86
A Simple PlanåÊ,83
TheyåÊ,74
Larry the Cable Guy: Health InspectoråÊ,83
The Adventures of Elmo in GrouchlandåÊ,74
Brooklyn's FineståÊ,13
55 Days at PekingåÊ,25
Evil DeadåÊ,52
My Life in RuinsåÊ,14
American DreamzåÊ,88
Superman IV: The Quest for PeaceåÊ,83
How She MoveåÊ,88
Running ScaredåÊ,88
Bobby Jones: Stroke of GeniusåÊ,33
Shanghai SurpriseåÊ,33
The IllusioniståÊ,28
RoaråÊ,66
Veronica GuerinåÊ,66
Escobar: Paradise LoståÊ,5
Southland TalesåÊ,5
Dragon HuntersåÊ,25
Damnation AlleyåÊ,25
The ApparitionåÊ,63
My GirlåÊ,41
Fur: An Imaginary Portrait of Diane ArbusåÊ,5
The IllusioniståÊ,28
Wall StreetåÊ,50
Sense and SensibilityåÊ,73
Becoming JaneåÊ,86
Sydney WhiteåÊ,74
House of Sand and FogåÊ,74
Dead Poets SocietyåÊ,91
Dumb & DumberåÊ,40
When Harry Met Sally...åÊ,16
The VerdictåÊ,52
Road TripåÊ,46
Varsity BluesåÊ,52
The ArtiståÊ,50
The UnbornåÊ,73
Moonrise KingdomåÊ,50
The Texas Chainsaw Massacre: The BeginningåÊ,28
The Young MessiahåÊ,88
The Master of DisguiseåÊ,28
Pan's LabyrinthåÊ,56
The MessengersåÊ            ,25
See Spot RunåÊ,12
Baby BoyåÊ,72
The RoommateåÊ,56
Joe DirtåÊ,13
Double ImpactåÊ,72
Hot FuzzåÊ,97
The WomenåÊ,13
Vicky Cristina BarcelonaåÊ,62
Arn: The Knight TemplaråÊ,25
Bad MomsåÊ,22
Boys and GirlsåÊ,0
White OleanderåÊ,83
Jennifer's BodyåÊ,83
Drowning MonaåÊ,83
Radio DaysåÊ,83
Left BehindåÊ,23
Remember MeåÊ,86
How to DealåÊ,23
My Stepmother Is an AlienåÊ,23
PhiladelphiaåÊ,21
The Thirteenth FlooråÊ,83
The CookoutåÊ,74
MeteoråÊ,25
DuetsåÊ,63
Hollywood EndingåÊ,63
Detroit Rock CityåÊ,63
HighlanderåÊ,88
Things We Lost in the FireåÊ,33
SteelåÊ,66
The ImmigrantåÊ,66
The White CountessåÊ,66
TranceåÊ,33
Soul PlaneåÊ,23
Welcome to the SticksåÊ,25
GoodåÊ,5
Enter the VoidåÊ,5
VampsåÊ,5
Hachi: A Dog's TaleåÊ,25
ZuluåÊ,25
The HomesmanåÊ,33
Juwanna MannåÊ,23
LilyhammeråÊ            ,25
AraratåÊ,66
MadisonåÊ,5
Slow BurnåÊ,66
WasabiåÊ,5
SlitheråÊ,14
Beverly Hills CopåÊ,82
Home AloneåÊ,26
3 Men and a BabyåÊ,67
TootsieåÊ,49
Top GunåÊ,49
"Crouching Tiger, Hidden DragonåÊ",40
American BeautyåÊ,61
The King's SpeechåÊ,65
TwinsåÊ,34
Scream: The TV SeriesåÊ            ,25
The Yellow HandkerchiefåÊ,5
The Color PurpleåÊ,16
Tidal WaveåÊ,25
Ben-HuråÊ,25
The Imitation GameåÊ,79
Private BenjaminåÊ,46
Coal Miner's DaughteråÊ,77
Diary of a Wimpy KidåÊ,92
MamaåÊ,68
HalloweenåÊ,6
National Lampoon's VacationåÊ,41
Bad GrandpaåÊ,76
The QueenåÊ,22
BeetlejuiceåÊ,68
Why Did I Get Married?åÊ,22
Little WomenåÊ,81
The Woman in BlackåÊ,52
When a Stranger CallsåÊ,6
Big Fat LiaråÊ,6
The Deer HunteråÊ,25
Wag the DogåÊ,73
The Lizzie McGuire MovieåÊ,73
SnitchåÊ,73
KrampusåÊ,73
The FacultyåÊ,28
What's Love Got to Do with ItåÊ,28
Cop LandåÊ,50
Not Another Teen MovieåÊ,56
End of WatchåÊ,28
AlohaåÊ,0
The SkullsåÊ,37
The Theory of EverythingåÊ,75
Malibu's Most WantedåÊ,37
Where the Heart IsåÊ,12
Lawrence of ArabiaåÊ,88
Halloween IIåÊ,12
WildåÊ,56
The Last House on the LeftåÊ,12
The Wedding DateåÊ,57
Halloween: ResurrectionåÊ,72
Clash of the TitansåÊ,51
The Princess BrideåÊ,57
The Great DebatersåÊ,72
DriveåÊ,37
Confessions of a Teenage Drama QueenåÊ,72
The Object of My AffectionåÊ,72
28 Weeks LateråÊ,13
When the Game Stands TallåÊ,72
Because of Winn-DixieåÊ,12
Love & BasketballåÊ,13
Grosse Pointe BlankåÊ,13
All About SteveåÊ,12
Book of Shadows: Blair Witch 2åÊ,25
The CraftåÊ,97
Match PointåÊ,62
Ramona and BeezusåÊ,25
The Remains of the DayåÊ,62
Boogie NightsåÊ,25
Nowhere to RunåÊ,62
FlickaåÊ,0
The Hills Have Eyes IIåÊ,0
Urban Legends: Final CutåÊ,0
Tuck EverlastingåÊ,86
The MarineåÊ,86
KeanuåÊ,0
Country StrongåÊ,0
Disturbing BehavioråÊ,43
The Place Beyond the PinesåÊ,0
The November ManåÊ,25
Eye of the BeholderåÊ,43
The Hurt LockeråÊ,83
FirestarteråÊ,83
Killing Them SoftlyåÊ,83
A Most Wanted ManåÊ,43
Freddy Got FingeredåÊ,23
The Pirates Who Don't Do Anything: A VeggieTales MovieåÊ,74
U2 3DåÊ,42
Highlander: EndgameåÊ,74
IdlewildåÊ,74
One DayåÊ,23
Whip ItåÊ,74
Knockaround GuysåÊ,74
ConfidenceåÊ,74
The MuseåÊ,74
De-LovelyåÊ,23
New York StoriesåÊ,42
Barney's Great AdventureåÊ,42
The Man with the Iron FistsåÊ,83
Home FriesåÊ,42
Here on EarthåÊ,42
BrazilåÊ,42
Raise Your VoiceåÊ,42
The Dead ZoneåÊ            ,25
The Big LebowskiåÊ,43
Black Snake MoanåÊ,42
Dark BlueåÊ,14
A Mighty HeartåÊ,14
Whatever It TakesåÊ,14
Boat TripåÊ,14
The Importance of Being EarneståÊ,14
The Love LetteråÊ,25
HootåÊ,14
In BrugesåÊ,14
PeeplesåÊ,14
The RockeråÊ,88
Post GradåÊ,88
Promised LandåÊ,14
Whatever WorksåÊ,63
The In CrowdåÊ,63
Three BurialsåÊ,63
Jakob the LiaråÊ,63
Kiss Kiss Bang BangåÊ,63
Idle HandsåÊ,63
Mulholland DriveåÊ,14
Blood and ChocolateåÊ,33
You Will Meet a Tall Dark StrangeråÊ,33
Never Let Me GoåÊ,33
The CompanyåÊ            ,25
TranssiberianåÊ,33
The Clan of the Cave BearåÊ,66
Crazy in AlabamaåÊ,66
Funny GamesåÊ,66
ListeningåÊ,25
Felicia's JourneyåÊ,66
MetropolisåÊ,5
District B13åÊ,66
Things to Do in Denver When You're DeadåÊ,5
The AssassinåÊ,5
Buffalo SoldiersåÊ,5
The ReturnåÊ,5
Ong-bak 2åÊ,5
CenturionåÊ,5
Silent TriggeråÊ,25
The Midnight Meat TrainåÊ,5
Winnie MandelaåÊ,25
The Son of No OneåÊ,5
All the Queen's MenåÊ,5
The Good NightåÊ,5
Bathory: Countess of BloodåÊ,25
KhumbaåÊ,25
AutomataåÊ,25
Dungeons & Dragons: Wrath of the Dragon GodåÊ,25
Chiamatemi Francesco - Il Papa della genteåÊ,25
Shinjuku IncidentåÊ,25
PandaemoniumåÊ,25
Groundhog DayåÊ,46
Magic Mike XXLåÊ,10
Romeo + JulietåÊ,6
Sarah's KeyåÊ,14
FreedomåÊ,25
UnforgivenåÊ,76
ManderlayåÊ,5
Slumdog MillionaireåÊ,65
Fatal AttractionåÊ,29
Pretty WomanåÊ,49
Towering InfernoåÊ            ,25
Crocodile Dundee IIåÊ,58
Broken HorsesåÊ,25
Born on the Fourth of JulyåÊ,46
Cool RunningsåÊ,46
My Bloody ValentineåÊ,81
The PossessionåÊ,6
First BloodåÊ,25
Stomp the YardåÊ,41
The Spy Who Loved MeåÊ,6
Ghost HuntersåÊ            ,25
Urban LegendåÊ,56
Dangerous LiaisonsåÊ,37
Good DeedsåÊ,37
White FangåÊ,37
SuperstaråÊ,72
The Iron LadyåÊ,72
Jonah: A VeggieTales MovieåÊ,25
Poetic JusticeåÊ,13
All About the BenjaminsåÊ,25
Vampire in BrooklynåÊ,86
Exorcist II: The HereticåÊ,25
An American HauntingåÊ,83
My Boss's DaughteråÊ,83
A Perfect GetawayåÊ,83
Our Family WeddingåÊ,0
Dead Man on CampusåÊ,83
Tea with MussoliniåÊ,23
ThinneråÊ,83
"New York, New YorkåÊ",25
CrooklynåÊ,23
I Think I Love My WifeåÊ,74
Jason XåÊ,74
Big Fat LiaråÊ,6
BobbyåÊ,42
Head Over HeelsåÊ,42
Fun SizeåÊ,42
The Diving Bell and the ButterflyåÊ,88
Little ChildrenåÊ,88
GossipåÊ,63
A Walk on the MoonåÊ,63
Catch a FireåÊ,63
Soul SurvivorsåÊ,33
Jefferson in ParisåÊ,33
Easy VirtueåÊ,33
CaravansåÊ,66
Mr. TurneråÊ,63
Wild GrassåÊ,5
Amen.åÊ,5
Reign of AssassinsåÊ,25
The Lucky OnesåÊ,5
MargaretåÊ,5
Stan HelsingåÊ,25
FlippedåÊ,66
Brokeback MountainåÊ,38
Teenage Mutant Ninja TurtlesåÊ,78
CluelessåÊ,22
Far from HeavenåÊ,83
Hot Tub Time Machine 2åÊ,74
DekalogåÊ            ,5
QuillsåÊ,88
Seven PsychopathsåÊ,83
The Caveman's ValentineåÊ,5
The BorderåÊ            ,25
DownfallåÊ,88
The Sea InsideåÊ,66
Under the SkinåÊ,33
"Good Morning, VietnamåÊ",94
The Last GodfatheråÊ,5
Justin Bieber: Never Say NeveråÊ,68
Black SwanåÊ,58
RoboCopåÊ,60
The Godfather: Part IIåÊ,60
Save the Last DanceåÊ,79
