movie_title,Watch[1] or Not[0]
Bridget Jones's DiaryåÊ,0
ChocolatåÊ,0
"Legally Blonde 2: Red, White & BlondeåÊ",0
Parental GuidanceåÊ,0
No Strings AttachedåÊ,0
TombstoneåÊ,0
Romeo Must DieåÊ,0
The OmenåÊ,0
Final Destination 3åÊ,0
The Lucky OneåÊ,0
Bridge to TerabithiaåÊ,0
Finding NeverlandåÊ,0
A Madea ChristmasåÊ,0
The GreyåÊ,0
Hide and SeekåÊ,0
Anchorman: The Legend of Ron BurgundyåÊ,0
GoodfellasåÊ,0
Agent Cody BanksåÊ,0
Nanny McPheeåÊ,0
ScarfaceåÊ,0
Nothing to LoseåÊ,0
The Last EmperoråÊ,0
ContrabandåÊ,0
Money TalksåÊ,0
There Will Be BloodåÊ,0
The Wild Thornberrys MovieåÊ,0
Rugrats Go WildåÊ,0
Undercover BrotheråÊ,0
The Sisterhood of the Traveling PantsåÊ,0
Kiss of the DragonåÊ,0
The House BunnyåÊ,0
Beauty ShopåÊ,0
Million Dollar ArmåÊ,0
The GiveråÊ,0
What a Girl WantsåÊ,0
Jeepers Creepers IIåÊ,0
Good Luck ChuckåÊ,0
Cradle 2 the GraveåÊ,0
The HoursåÊ,0
She's the ManåÊ,0
Mr. Bean's HolidayåÊ,0
Anacondas: The Hunt for the Blood OrchidåÊ,0
Blood TiesåÊ,0
August RushåÊ,0
ElizabethåÊ,0
Bride of ChuckyåÊ,0
Tora! Tora! Tora!åÊ,0
Spice WorldåÊ,0
The SitteråÊ,0
Dance FlickåÊ,0
The Shawshank RedemptionåÊ,0
Crocodile Dundee in Los AngelesåÊ,0
KingpinåÊ,0
The GambleråÊ,0
August: Osage CountyåÊ,0
Ice PrincessåÊ,0
A Lot Like LoveåÊ,0
Eddie the EagleåÊ,0
He Got GameåÊ,0
Don Juan DeMarcoåÊ,0
Shaun the SheepåÊ            ,0
Dear JohnåÊ,0
The LosersåÊ,0
Don't Be Afraid of the DarkåÊ,0
WaråÊ,0
Punch-Drunk LoveåÊ,0
EuroTripåÊ,0
Half Past DeadåÊ,0
Unaccompanied MinorsåÊ,0
"Bright Lights, Big CityåÊ",0
The Adventures of PinocchioåÊ,0
The Greatest Game Ever PlayedåÊ,0
The BoxåÊ,0
The RuinsåÊ,0
The Next Best ThingåÊ,0
My Soul to TakeåÊ,0
The Girl Next DooråÊ,0
Maximum RiskåÊ,0
Stealing HarvardåÊ,0
LegendåÊ,0
Hot RodåÊ,0
Shark Night 3DåÊ,0
Angela's AshesåÊ,0
Draft DayåÊ,0
LifeforceåÊ,0
The Powerpuff GirlsåÊ            ,0
The ConspiratoråÊ,0
Lords of DogtownåÊ,0
The 33åÊ,0
Big Trouble in Little ChinaåÊ,0
A Perfect PlanåÊ,0
WarrioråÊ,0
Michael CollinsåÊ,0
GettysburgåÊ,0
Stop-LossåÊ,0
AbandonåÊ,0
Brokedown PalaceåÊ,0
The PossessionåÊ,0
Mrs. WinterbourneåÊ,0
Straw DogsåÊ,0
The HoaxåÊ,0
Stone ColdåÊ,0
The RoadåÊ,0
SheenaåÊ,0
UnderclassmanåÊ,0
Say It Isn't SoåÊ,0
The World's Fastest IndianåÊ,0
Snakes on a PlaneåÊ,0
Tank GirlåÊ,0
King's RansomåÊ,0
BlindnessåÊ,0
BloodRayneåÊ,0
CarnageåÊ,0
Where the Truth LiesåÊ,0
Cirque du Soleil: Worlds AwayåÊ,0
Without LimitsåÊ,0
Me and Orson WellesåÊ,0
The Best OfferåÊ,0
Bad Lieutenant: Port of Call New OrleansåÊ,0
A Turtle's Tale: Sammy's AdventuresåÊ,0
Little White LiesåÊ,0
Love RanchåÊ,0
The True Story of Puss'N BootsåÊ,0
Space DogsåÊ,0
The CounseloråÊ,0
IroncladåÊ,0
WaterlooåÊ,0
Kung Fu KilleråÊ,0
Red SkyåÊ,0
Dangerous LiaisonsåÊ,0
On the RoadåÊ,0
Star Trek IV: The Voyage HomeåÊ,0
Rocky BalboaåÊ,0
Point BreakåÊ,0
Scream 2åÊ,0
Jane Got a GunåÊ,0
Think Like a Man TooåÊ,0
The Whole Nine YardsåÊ,0
FootlooseåÊ,0
Old SchoolåÊ,0
The Fisher KingåÊ,0
I Still Know What You Did Last SummeråÊ,0
Return to MeåÊ,0
Zack and Miri Make a PornoåÊ,0
Nurse BettyåÊ,0
The Men Who Stare at GoatsåÊ,0
Double TakeåÊ,0
"Girl, InterruptedåÊ",0
Win a Date with Tad Hamilton!åÊ,0
Muppets from SpaceåÊ,0
The WizåÊ,0
Ready to RumbleåÊ,0
Play It to the BoneåÊ,0
I Don't Know How She Does ItåÊ,0
Piranha 3DåÊ,0
Beyond the SeaåÊ,0
Meet the DeedlesåÊ,0
The Princess and the CobbleråÊ,0
The Bridge of San Luis ReyåÊ,0
FasteråÊ,0
Howl's Moving CastleåÊ,0
ZombielandåÊ,0
King KongåÊ,1
The WaterboyåÊ,1
Star Wars: Episode V - The Empire Strikes BackåÊ,1
Bad BoysåÊ,0
The Naked Gun 2å_: The Smell of FearåÊ,0
Final DestinationåÊ,0
The Ides of MarchåÊ,0
Pitch BlackåÊ,0
Someone Like You...åÊ,0
HeråÊ,0
Eddie the EagleåÊ,0
Joy RideåÊ,0
The Adventurer: The Curse of the Midas BoxåÊ,0
Anywhere But HereåÊ,0
Chasing LibertyåÊ,0
The CrewåÊ,0
HaywireåÊ,0
Jaws: The RevengeåÊ,0
Marvin's RoomåÊ,0
The LongshotsåÊ,0
The End of the AffairåÊ,0
Harley Davidson and the Marlboro ManåÊ,0
In the Valley of ElahåÊ,0
Coco Before ChanelåÊ,0
ForsakenåÊ,0
ChÌ©riåÊ,0
RogueåÊ            ,0
Vanity FairåÊ,0
Bodyguards and AssassinsåÊ,0
1408åÊ,0
SpaceballsåÊ,0
The Water DivineråÊ,0
GhoståÊ,1
There's Something About MaryåÊ,1
The Santa ClauseåÊ,1
The RookieåÊ,0
The Game PlanåÊ,0
The Bridges of Madison CountyåÊ,0
The AnimalåÊ,0
GandhiåÊ,0
The Hundred-Foot JourneyåÊ,0
The NetåÊ,0
I Am SamåÊ,0
Son of GodåÊ,0
UnderworldåÊ,0
DerailedåÊ,0
The Informant!åÊ,0
ShadowlandsåÊ,0
Deuce Bigalow: European GigoloåÊ,0
Delivery ManåÊ,0
Victor FrankensteinåÊ,0
Our Kind of TraitoråÊ,0
Saving SilvermanåÊ,0
Diary of a Wimpy Kid: Dog DaysåÊ,0
Summer of SamåÊ,0
Jay and Silent Bob Strike BackåÊ,0
The IslandåÊ,0
The Glass HouseåÊ,0
"Hail, Caesar!åÊ",0
Josie and the PussycatsåÊ,0
HomefrontåÊ,0
The Little VampireåÊ,0
I Heart HuckabeesåÊ,0
RoboCop 3åÊ,0
Megiddo: The Omega Code 2åÊ,0
Darling LiliåÊ,0
Dudley Do-RightåÊ,0
The Transporter RefueledåÊ,0
The LibertineåÊ,0
Black BookåÊ,0
Joyeux NoelåÊ,0
Hit and RunåÊ,0
Mad MoneyåÊ,0
Before I Go to SleepåÊ,0
SorcereråÊ,0
StoneåÊ,0
MoliÌ¬reåÊ,0
Out of the FurnaceåÊ,0
Michael ClaytonåÊ,0
My Fellow AmericansåÊ,0
Arlington RoadåÊ,0
UnderdogsåÊ,0
To Rome with LoveåÊ,0
FirefoxåÊ,0
South Park: Bigger Longer & UncutåÊ,0
Death at a FuneralåÊ,0
Teenage Mutant Ninja Turtles IIIåÊ,0
HardballåÊ,0
Silver Linings PlaybookåÊ,1
Freedom WritersåÊ,0
For Colored GirlsåÊ,0
The TransporteråÊ,0
Never Back DownåÊ,0
The Rage: Carrie 2åÊ,0
The BacheloråÊ            ,0
Away We GoåÊ,0
Swing VoteåÊ,0
Moonlight MileåÊ,0
Tinker Tailor Soldier SpyåÊ,0
MollyåÊ,0
The BeaveråÊ,0
The Best Little Whorehouse in TexasåÊ,0
eXistenZåÊ,0
Raiders of the Lost ArkåÊ,1
Home Alone 2: Lost in New YorkåÊ,1
Close Encounters of the Third KindåÊ,1
PulseåÊ,0
Beverly Hills Cop IIåÊ,1
Bringing Down the HouseåÊ,1
The Silence of the LambsåÊ,1
Wayne's WorldåÊ,1
Jackass 3DåÊ,1
Jaws 2åÊ,0
Beverly Hills ChihuahuaåÊ,0
The ConjuringåÊ,1
Are We There Yet?åÊ,0
TammyåÊ,0
DisturbiaåÊ,0
School of RockåÊ,0
Mortal KombatåÊ,0
Wicker ParkåÊ,0
White ChicksåÊ,0
The DescendantsåÊ,0
HolesåÊ,0
The Last SongåÊ,0
12 Years a SlaveåÊ,0
DrumlineåÊ,0
Why Did I Get Married Too?åÊ,0
Edward ScissorhandsåÊ,0
Me Before YouåÊ,0
Madea's Witness ProtectionåÊ,0
The French ConnectionåÊ,0
Bad MomsåÊ,0
Date MovieåÊ,0
Return to Never LandåÊ,0
SelmaåÊ,0
The Jungle Book 2åÊ,0
BoogeymanåÊ,0
PremonitionåÊ,0
The Tigger MovieåÊ,0
OrphanåÊ,0
MaxåÊ,0
Meet the BrownsåÊ            ,0
Epic MovieåÊ,0
Conan the BarbarianåÊ,0
SpotlightåÊ,0
Lakeview TerraceåÊ,0
The Grudge 2åÊ,0
How Stella Got Her Groove BackåÊ,0
Bill & Ted's Bogus JourneyåÊ,0
Man of the YearåÊ,0
The Black HoleåÊ,0
The AmericanåÊ,0
SelenaåÊ,0
Vampires SuckåÊ,0
BabelåÊ,0
This Is Where I Leave YouåÊ,0
DoubtåÊ,0
Team America: World PoliceåÊ,0
Texas Chainsaw 3DåÊ,0
CopycatåÊ,0
Scary Movie 5åÊ,0
Paint Your WagonåÊ,0
MilkåÊ,0
RisenåÊ,0
Ghost ShipåÊ,0
A Very Harold & Kumar 3D ChristmasåÊ,0
Wild ThingsåÊ,0
The StepfatheråÊ,0
The DebtåÊ,0
High FidelityåÊ,0
One Missed CallåÊ,0
Eye for an EyeåÊ,0
The Bank JobåÊ,0
Eternal Sunshine of the Spotless MindåÊ,0
You AgainåÊ,0
Street KingsåÊ,0
The World's EndåÊ,0
Nancy DrewåÊ,0
DaybreakersåÊ,0
She's Out of My LeagueåÊ,0
Monte CarloåÊ,0
Stay AliveåÊ,0
Quigley Down UnderåÊ,0
Alpha and OmegaåÊ,0
The CovenantåÊ,0
Stick ItåÊ,0
ShortsåÊ,0
To Die ForåÊ,0
NerveåÊ,0
AppaloosaåÊ,0
VampiresåÊ,0
Yu-Gi-Oh! Duel MonstersåÊ            ,0
PsychoåÊ,0
My Best Friend's GirlåÊ,0
Endless LoveåÊ,0
Georgia RuleåÊ,0
Under the RainbowåÊ,0
LadyhawkeåÊ,0
Simon BirchåÊ,0
Reign Over MeåÊ,0
Into the WildåÊ,0
School for ScoundrelsåÊ,0
Silent Hill: Revelation 3DåÊ,0
From Dusk Till DawnåÊ,0
Pooh's Heffalump MovieåÊ,0
Home for the HolidaysåÊ,0
Kung Fu HustleåÊ,0
Fired UpåÊ            ,0
The Country BearsåÊ,0
The Kite RunneråÊ,0
21 GramsåÊ,0
PaparazziåÊ,0
TwilightåÊ,1
A Guy ThingåÊ,0
LoseråÊ,0
Capitalism: A Love StoryåÊ,0
The Greatest Story Ever ToldåÊ,0
Secret in Their EyesåÊ,0
Disaster MovieåÊ,0
ArmoredåÊ,0
The Man Who Knew Too LittleåÊ,0
What's Your Number?åÊ,0
LockoutåÊ,0
EnvyåÊ,0
Crank: High VoltageåÊ,0
Bullets Over BroadwayåÊ,0
One Night with the KingåÊ,0
The Quiet AmericanåÊ,0
The Weather ManåÊ,0
UndisputedåÊ,0
Ghost TownåÊ,0
12 RoundsåÊ,0
Let Me InåÊ,0
3 Ninjas Kick BackåÊ,0
Be Kind RewindåÊ,0
Mrs Henderson PresentsåÊ,0
Triple 9åÊ,0
Deconstructing HarryåÊ,0
Three to TangoåÊ,0
BurntåÊ,0
We're No AngelsåÊ,0
Everyone Says I Love YouåÊ,0
Death at a FuneralåÊ,0
Death SentenceåÊ,0
Everybody's FineåÊ,0
Superbabies: Baby Geniuses 2åÊ,0
The ManåÊ,0
Code Name: The CleaneråÊ,0
Connie and CarlaåÊ,0
Sweet CharityåÊ,0
Inherent ViceåÊ,0
DoogalåÊ,0
Battle of the YearåÊ,0
PerceptionåÊ            ,0
An American CarolåÊ,0
Machete KillsåÊ,0
WillardåÊ,0
Strange WildernessåÊ,0
Topsy-TurvyåÊ,0
Little BoyåÊ,0
A Dangerous MethodåÊ,0
A Scanner DarklyåÊ,0
Chasing MavericksåÊ,0
Alone in the DarkåÊ,0
BandslamåÊ,0
BirthåÊ,0
A Most Violent YearåÊ,0
PasschendaeleåÊ,0
Flash of GeniusåÊ,0
I'm Not There.åÊ,0
The Cold Light of DayåÊ,0
The Brothers BloomåÊ,0
"Synecdoche, New YorkåÊ",0
Princess MononokeåÊ,0
Bon voyageåÊ,0
Can't Stop the MusicåÊ,0
The PropositionåÊ,0
CourageåÊ,0
Marci XåÊ,0
EquilibriumåÊ,0
The Children of Huang ShiåÊ,0
The YardsåÊ,0
The Oogieloves in the Big Balloon AdventureåÊ,0
By the SeaåÊ,0
SteamboyåÊ,0
The Game of Their LivesåÊ,0
All Good ThingsåÊ,0
Rapa NuiåÊ,0
CJ7åÊ,0
Les couloirs du temps: Les visiteurs IIåÊ,0
Dylan Dog: Dead of NightåÊ,0
People I KnowåÊ,0
The Doombolt ChaseåÊ            ,0
The TempeståÊ,0
RegressionåÊ,0
The TouchåÊ,0
Three Kingdoms: Resurrection of the DragonåÊ,0
ShatteredåÊ,0
ZambeziaåÊ,0
RamanujanåÊ,0
Dwegons and LeprechaunsåÊ,0
Hands of StoneåÊ,0
SurvivoråÊ,0
The Frozen GroundåÊ,0
The Painted VeilåÊ,0
The Baader Meinhof ComplexåÊ,0
Dances with WolvesåÊ,1
Bad TeacheråÊ,0
Sea of LoveåÊ,0
A Cinderella StoryåÊ,0
ScreamåÊ,0
Thir13en GhostsåÊ,0
The ShiningåÊ,0
Back to the FutureåÊ,1
House on Haunted HillåÊ,0
I Can Do Bad All by MyselfåÊ,0
Fight ValleyåÊ,0
The SwitchåÊ,0
Just MarriedåÊ,0
The Devil's DoubleåÊ,0
"Gone, Baby, GoneåÊ            ",0
Thomas and the Magic RailroadåÊ,0
The CraziesåÊ,0
Spirited AwayåÊ,0
FirestormåÊ,0
The BountyåÊ,0
The Book ThiefåÊ,0
Sex DriveåÊ,0
Leap YearåÊ,0
The Fall of the Roman EmpireåÊ,0
Take Me Home TonightåÊ,0
Won't Back DownåÊ,0
The NutcrackeråÊ,0
Kansas CityåÊ,0
IndignationåÊ,0
The Amityville HorroråÊ,0
Adaptation.åÊ,0
Land of the DeadåÊ,0
Out of InfernoåÊ,0
Fear and Loathing in Las VegasåÊ,0
The Invention of LyingåÊ,0
NeighborsåÊ,1
The MaskåÊ,1
BigåÊ,1
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of KazakhstanåÊ,1
Legally BlondeåÊ,0
Star Trek III: The Search for SpockåÊ,0
The Exorcism of Emily RoseåÊ,0
Deuce Bigalow: Male GigoloåÊ,0
Left BehindåÊ,0
The Family StoneåÊ,0
Barbershop 2: Back in BusinessåÊ,0
Bad SantaåÊ,0
Austin Powers: International Man of MysteryåÊ,0
My Big Fat Greek Wedding 2åÊ,0
Diary of a Wimpy Kid: Rodrick RulesåÊ,0
PredatoråÊ,0
AmadeusåÊ,0
Prom NightåÊ,0
Mean GirlsåÊ,0
Under the Tuscan SunåÊ,0
Gosford ParkåÊ,0
The O.C.åÊ            ,0
Peggy Sue Got MarriedåÊ,0
Birdman or (The Unexpected Virtue of Ignorance)åÊ,0
Blue JasmineåÊ,0
United 93åÊ,0
HoneyåÊ,0
GloryåÊ,0
Spy HardåÊ,0
The FogåÊ,0
Soul SurferåÊ,0
Catch-22åÊ,0
Observe and ReportåÊ,0
Conan the DestroyeråÊ,0
Raging BullåÊ,0
Love HappensåÊ,0
Young Sherlock HolmesåÊ,0
FameåÊ,0
127 HoursåÊ,0
Small Time CrooksåÊ,0
Center StageåÊ,0
Love the CoopersåÊ,0
Catch That KidåÊ,0
Life as a HouseåÊ,0
Steve JobsåÊ,0
"I Love You, Beth CooperåÊ",0
Youth in RevoltåÊ,0
The Legend of the Lone RangeråÊ,0
The Tailor of PanamaåÊ,0
Blow OutåÊ,0
GetawayåÊ,0
The Ice StormåÊ,0
And So It GoesåÊ,0
Troop Beverly HillsåÊ,0
Being JuliaåÊ,0
9å_ WeeksåÊ,0
DragonslayeråÊ,0
The Last StationåÊ,0
Ed WoodåÊ,0
Labor DayåÊ,0
Mongol: The Rise of Genghis KhanåÊ,0
RocknRollaåÊ,0
MegaforceåÊ,0
HamletåÊ,0
Mao's Last DanceråÊ,0
Midnight SpecialåÊ,0
Anything ElseåÊ,0
The Railway ManåÊ,0
UnforgettableåÊ            ,0
The White RibbonåÊ,0
RestorationåÊ,0
The WraithåÊ,0
The Salton SeaåÊ,0
Metallica Through the NeveråÊ,0
The InformersåÊ,0
CarlosåÊ            ,0
I Come with the RainåÊ,0
One Man's HeroåÊ,0
Day of the DeadåÊ,0
I Am WrathåÊ,0
RenaissanceåÊ,0
ForsakenåÊ,0
Red SonjaåÊ,0
Red LightsåÊ,0
SuperbadåÊ,1
Madea Goes to JailåÊ,0
WolvesåÊ,0
Step Up 2: The StreetsåÊ,0
Hoodwinked!åÊ,0
Hotel RwandaåÊ,0
HitmanåÊ,0
Black NativityåÊ,0
The PrinceåÊ,0
City of GhostsåÊ,0
The OthersåÊ,0
AliensåÊ,0
My Fair LadyåÊ,0
I Know What You Did Last SummeråÊ,0
Let's Be CopsåÊ,0
SidewaysåÊ,0
BeerfeståÊ,0
HalloweenåÊ,0
HeroåÊ,0
Good Boy!åÊ,0
The Best Man HolidayåÊ,0
Smokin' AcesåÊ,0
Saw 3D: The Final ChapteråÊ,0
40 Days and 40 NightsåÊ,0
TRON: LegacyåÊ,1
A Night at the RoxburyåÊ,0
BeastlyåÊ,0
The Hills Have EyesåÊ,0
Dickie Roberts: Former Child StaråÊ,0
"McFarland, USAåÊ",0
Lottery TicketåÊ,0
ATLåÊ,0
Pitch PerfectåÊ,0
Summer CatchåÊ,0
A Simple PlanåÊ,0
TheyåÊ,0
Larry the Cable Guy: Health InspectoråÊ,0
The Adventures of Elmo in GrouchlandåÊ,0
Brooklyn's FineståÊ,0
55 Days at PekingåÊ,0
Evil DeadåÊ,0
My Life in RuinsåÊ,0
American DreamzåÊ,0
Superman IV: The Quest for PeaceåÊ,0
How She MoveåÊ,0
Running ScaredåÊ,0
Bobby Jones: Stroke of GeniusåÊ,0
Shanghai SurpriseåÊ,0
The IllusioniståÊ,0
RoaråÊ,0
Veronica GuerinåÊ,0
Escobar: Paradise LoståÊ,0
Southland TalesåÊ,0
Dragon HuntersåÊ,0
Damnation AlleyåÊ,0
The ApparitionåÊ,0
My GirlåÊ,0
Fur: An Imaginary Portrait of Diane ArbusåÊ,0
The IllusioniståÊ,0
Wall StreetåÊ,0
Sense and SensibilityåÊ,0
Becoming JaneåÊ,0
Sydney WhiteåÊ,0
House of Sand and FogåÊ,0
Dead Poets SocietyåÊ,0
Dumb & DumberåÊ,1
When Harry Met Sally...åÊ,0
The VerdictåÊ,0
Road TripåÊ,0
Varsity BluesåÊ,0
The ArtiståÊ,0
The UnbornåÊ,0
Moonrise KingdomåÊ,0
The Texas Chainsaw Massacre: The BeginningåÊ,0
The Young MessiahåÊ,0
The Master of DisguiseåÊ,0
Pan's LabyrinthåÊ,0
The MessengersåÊ            ,0
See Spot RunåÊ,0
Baby BoyåÊ,0
The RoommateåÊ,0
Joe DirtåÊ,0
Double ImpactåÊ,0
Hot FuzzåÊ,0
The WomenåÊ,0
Vicky Cristina BarcelonaåÊ,0
Arn: The Knight TemplaråÊ,0
Bad MomsåÊ,0
Boys and GirlsåÊ,0
White OleanderåÊ,0
Jennifer's BodyåÊ,0
Drowning MonaåÊ,0
Radio DaysåÊ,0
Left BehindåÊ,0
Remember MeåÊ,0
How to DealåÊ,0
My Stepmother Is an AlienåÊ,0
PhiladelphiaåÊ,0
The Thirteenth FlooråÊ,0
The CookoutåÊ,0
MeteoråÊ,0
DuetsåÊ,0
Hollywood EndingåÊ,0
Detroit Rock CityåÊ,0
HighlanderåÊ,0
Things We Lost in the FireåÊ,0
SteelåÊ,0
The ImmigrantåÊ,0
The White CountessåÊ,0
TranceåÊ,0
Soul PlaneåÊ,0
Welcome to the SticksåÊ,0
GoodåÊ,0
Enter the VoidåÊ,0
VampsåÊ,0
Hachi: A Dog's TaleåÊ,0
ZuluåÊ,0
The HomesmanåÊ,0
Juwanna MannåÊ,0
LilyhammeråÊ            ,0
AraratåÊ,0
MadisonåÊ,0
Slow BurnåÊ,0
WasabiåÊ,0
SlitheråÊ,0
Beverly Hills CopåÊ,1
Home AloneåÊ,1
3 Men and a BabyåÊ,1
TootsieåÊ,1
Top GunåÊ,1
"Crouching Tiger, Hidden DragonåÊ",1
American BeautyåÊ,1
The King's SpeechåÊ,1
TwinsåÊ,1
Scream: The TV SeriesåÊ            ,0
The Yellow HandkerchiefåÊ,0
The Color PurpleåÊ,0
Tidal WaveåÊ,0
Ben-HuråÊ,0
The Imitation GameåÊ,0
Private BenjaminåÊ,0
Coal Miner's DaughteråÊ,0
Diary of a Wimpy KidåÊ,0
MamaåÊ,0
HalloweenåÊ,0
National Lampoon's VacationåÊ,0
Bad GrandpaåÊ,0
The QueenåÊ,0
BeetlejuiceåÊ,0
Why Did I Get Married?åÊ,0
Little WomenåÊ,0
The Woman in BlackåÊ,0
When a Stranger CallsåÊ,0
Big Fat LiaråÊ,0
The Deer HunteråÊ,0
Wag the DogåÊ,0
The Lizzie McGuire MovieåÊ,0
SnitchåÊ,0
KrampusåÊ,0
The FacultyåÊ,0
What's Love Got to Do with ItåÊ,0
Cop LandåÊ,0
Not Another Teen MovieåÊ,0
End of WatchåÊ,0
AlohaåÊ,0
The SkullsåÊ,0
The Theory of EverythingåÊ,0
Malibu's Most WantedåÊ,0
Where the Heart IsåÊ,0
Lawrence of ArabiaåÊ,0
Halloween IIåÊ,0
WildåÊ,0
The Last House on the LeftåÊ,0
The Wedding DateåÊ,0
Halloween: ResurrectionåÊ,0
Clash of the TitansåÊ,1
The Princess BrideåÊ,0
The Great DebatersåÊ,0
DriveåÊ,0
Confessions of a Teenage Drama QueenåÊ,0
The Object of My AffectionåÊ,0
28 Weeks LateråÊ,0
When the Game Stands TallåÊ,0
Because of Winn-DixieåÊ,0
Love & BasketballåÊ,0
Grosse Pointe BlankåÊ,0
All About SteveåÊ,0
Book of Shadows: Blair Witch 2åÊ,0
The CraftåÊ,0
Match PointåÊ,0
Ramona and BeezusåÊ,0
The Remains of the DayåÊ,0
Boogie NightsåÊ,0
Nowhere to RunåÊ,0
FlickaåÊ,0
The Hills Have Eyes IIåÊ,0
Urban Legends: Final CutåÊ,0
Tuck EverlastingåÊ,0
The MarineåÊ,0
KeanuåÊ,0
Country StrongåÊ,0
Disturbing BehavioråÊ,0
The Place Beyond the PinesåÊ,0
The November ManåÊ,0
Eye of the BeholderåÊ,0
The Hurt LockeråÊ,0
FirestarteråÊ,0
Killing Them SoftlyåÊ,0
A Most Wanted ManåÊ,0
Freddy Got FingeredåÊ,0
The Pirates Who Don't Do Anything: A VeggieTales MovieåÊ,0
U2 3DåÊ,0
Highlander: EndgameåÊ,0
IdlewildåÊ,0
One DayåÊ,0
Whip ItåÊ,0
Knockaround GuysåÊ,0
ConfidenceåÊ,0
The MuseåÊ,0
De-LovelyåÊ,0
New York StoriesåÊ,0
Barney's Great AdventureåÊ,0
The Man with the Iron FistsåÊ,0
Home FriesåÊ,0
Here on EarthåÊ,0
BrazilåÊ,0
Raise Your VoiceåÊ,0
The Dead ZoneåÊ            ,0
The Big LebowskiåÊ,0
Black Snake MoanåÊ,0
Dark BlueåÊ,0
A Mighty HeartåÊ,0
Whatever It TakesåÊ,0
Boat TripåÊ,0
The Importance of Being EarneståÊ,0
The Love LetteråÊ,0
HootåÊ,0
In BrugesåÊ,0
PeeplesåÊ,0
The RockeråÊ,0
Post GradåÊ,0
Promised LandåÊ,0
Whatever WorksåÊ,0
The In CrowdåÊ,0
Three BurialsåÊ,0
Jakob the LiaråÊ,0
Kiss Kiss Bang BangåÊ,0
Idle HandsåÊ,0
Mulholland DriveåÊ,0
Blood and ChocolateåÊ,0
You Will Meet a Tall Dark StrangeråÊ,0
Never Let Me GoåÊ,0
The CompanyåÊ            ,0
TranssiberianåÊ,0
The Clan of the Cave BearåÊ,0
Crazy in AlabamaåÊ,0
Funny GamesåÊ,0
ListeningåÊ,0
Felicia's JourneyåÊ,0
MetropolisåÊ,0
District B13åÊ,0
Things to Do in Denver When You're DeadåÊ,0
The AssassinåÊ,0
Buffalo SoldiersåÊ,0
The ReturnåÊ,0
Ong-bak 2åÊ,0
CenturionåÊ,0
Silent TriggeråÊ,0
The Midnight Meat TrainåÊ,0
Winnie MandelaåÊ,0
The Son of No OneåÊ,0
All the Queen's MenåÊ,0
The Good NightåÊ,0
Bathory: Countess of BloodåÊ,0
KhumbaåÊ,0
AutomataåÊ,0
Dungeons & Dragons: Wrath of the Dragon GodåÊ,0
Chiamatemi Francesco - Il Papa della genteåÊ,0
Shinjuku IncidentåÊ,0
PandaemoniumåÊ,0
Groundhog DayåÊ,0
Magic Mike XXLåÊ,0
Romeo + JulietåÊ,0
Sarah's KeyåÊ,0
FreedomåÊ,0
UnforgivenåÊ,0
ManderlayåÊ,0
Slumdog MillionaireåÊ,1
Fatal AttractionåÊ,1
Pretty WomanåÊ,1
Towering InfernoåÊ            ,0
Crocodile Dundee IIåÊ,0
Broken HorsesåÊ,0
Born on the Fourth of JulyåÊ,0
Cool RunningsåÊ,0
My Bloody ValentineåÊ,0
The PossessionåÊ,0
First BloodåÊ,0
Stomp the YardåÊ,0
The Spy Who Loved MeåÊ,0
Ghost HuntersåÊ            ,0
Urban LegendåÊ,0
Dangerous LiaisonsåÊ,0
Good DeedsåÊ,0
White FangåÊ,0
SuperstaråÊ,0
The Iron LadyåÊ,0
Jonah: A VeggieTales MovieåÊ,0
Poetic JusticeåÊ,0
All About the BenjaminsåÊ,0
Vampire in BrooklynåÊ,0
Exorcist II: The HereticåÊ,0
An American HauntingåÊ,0
My Boss's DaughteråÊ,0
A Perfect GetawayåÊ,0
Our Family WeddingåÊ,0
Dead Man on CampusåÊ,0
Tea with MussoliniåÊ,0
ThinneråÊ,0
"New York, New YorkåÊ",0
CrooklynåÊ,0
I Think I Love My WifeåÊ,0
Jason XåÊ,0
Big Fat LiaråÊ,0
BobbyåÊ,0
Head Over HeelsåÊ,0
Fun SizeåÊ,0
The Diving Bell and the ButterflyåÊ,0
Little ChildrenåÊ,0
GossipåÊ,0
A Walk on the MoonåÊ,0
Catch a FireåÊ,0
Soul SurvivorsåÊ,0
Jefferson in ParisåÊ,0
Easy VirtueåÊ,0
CaravansåÊ,0
Mr. TurneråÊ,0
Wild GrassåÊ,0
Amen.åÊ,0
Reign of AssassinsåÊ,0
The Lucky OnesåÊ,0
MargaretåÊ,0
Stan HelsingåÊ,0
FlippedåÊ,0
Brokeback MountainåÊ,0
Teenage Mutant Ninja TurtlesåÊ,1
CluelessåÊ,0
Far from HeavenåÊ,0
Hot Tub Time Machine 2åÊ,0
DekalogåÊ            ,0
QuillsåÊ,0
Seven PsychopathsåÊ,0
The Caveman's ValentineåÊ,0
The BorderåÊ            ,0
DownfallåÊ,0
The Sea InsideåÊ,0
Under the SkinåÊ,0
"Good Morning, VietnamåÊ",1
The Last GodfatheråÊ,0
Justin Bieber: Never Say NeveråÊ,0
Black SwanåÊ,0
RoboCopåÊ,0
The Godfather: Part IIåÊ,0
Save the Last DanceåÊ,0
