movie_title,Watch[1] or Not[0]
Bridget Jones's DiaryåÊ,8
ChocolatåÊ,8
"Legally Blonde 2: Red, White & BlondeåÊ",8
Parental GuidanceåÊ,8
No Strings AttachedåÊ,8
TombstoneåÊ,0
Romeo Must DieåÊ,0
The OmenåÊ,3
Final Destination 3åÊ,0
The Lucky OneåÊ,0
Bridge to TerabithiaåÊ,8
Finding NeverlandåÊ,0
A Madea ChristmasåÊ,0
The GreyåÊ,0
Hide and SeekåÊ,0
Anchorman: The Legend of Ron BurgundyåÊ,8
GoodfellasåÊ,0
Agent Cody BanksåÊ,0
Nanny McPheeåÊ,0
ScarfaceåÊ,0
Nothing to LoseåÊ,0
The Last EmperoråÊ,0
ContrabandåÊ,8
Money TalksåÊ,0
There Will Be BloodåÊ,0
The Wild Thornberrys MovieåÊ,0
Rugrats Go WildåÊ,0
Undercover BrotheråÊ,0
The Sisterhood of the Traveling PantsåÊ,0
Kiss of the DragonåÊ,0
The House BunnyåÊ,0
Beauty ShopåÊ,3
Million Dollar ArmåÊ,3
The GiveråÊ,0
What a Girl WantsåÊ,3
Jeepers Creepers IIåÊ,3
Good Luck ChuckåÊ,3
Cradle 2 the GraveåÊ,3
The HoursåÊ,0
She's the ManåÊ,3
Mr. Bean's HolidayåÊ,3
Anacondas: The Hunt for the Blood OrchidåÊ,3
Blood TiesåÊ,7
August RushåÊ,3
ElizabethåÊ,3
Bride of ChuckyåÊ,3
Tora! Tora! Tora!åÊ,7
Spice WorldåÊ,3
The SitteråÊ,3
Dance FlickåÊ,3
The Shawshank RedemptionåÊ,3
Crocodile Dundee in Los AngelesåÊ,3
KingpinåÊ,3
The GambleråÊ,3
August: Osage CountyåÊ,0
Ice PrincessåÊ,3
A Lot Like LoveåÊ,3
Eddie the EagleåÊ,3
He Got GameåÊ,3
Don Juan DeMarcoåÊ,3
Shaun the SheepåÊ            ,3
Dear JohnåÊ,8
The LosersåÊ,3
Don't Be Afraid of the DarkåÊ,3
WaråÊ,3
Punch-Drunk LoveåÊ,3
EuroTripåÊ,3
Half Past DeadåÊ,3
Unaccompanied MinorsåÊ,3
"Bright Lights, Big CityåÊ",3
The Adventures of PinocchioåÊ,3
The Greatest Game Ever PlayedåÊ,3
The BoxåÊ,3
The RuinsåÊ,3
The Next Best ThingåÊ,3
My Soul to TakeåÊ,7
The Girl Next DooråÊ,7
Maximum RiskåÊ,7
Stealing HarvardåÊ,7
LegendåÊ,7
Hot RodåÊ,7
Shark Night 3DåÊ,3
Angela's AshesåÊ,7
Draft DayåÊ,3
LifeforceåÊ,3
The Powerpuff GirlsåÊ            ,3
The ConspiratoråÊ,7
Lords of DogtownåÊ,7
The 33åÊ,7
Big Trouble in Little ChinaåÊ,7
A Perfect PlanåÊ,3
WarrioråÊ,7
Michael CollinsåÊ,7
GettysburgåÊ,7
Stop-LossåÊ,7
AbandonåÊ,7
Brokedown PalaceåÊ,7
The PossessionåÊ,0
Mrs. WinterbourneåÊ,7
Straw DogsåÊ,7
The HoaxåÊ,7
Stone ColdåÊ,7
The RoadåÊ,7
SheenaåÊ,3
UnderclassmanåÊ,7
Say It Isn't SoåÊ,7
The World's Fastest IndianåÊ,7
Snakes on a PlaneåÊ,3
Tank GirlåÊ,7
King's RansomåÊ,7
BlindnessåÊ,7
BloodRayneåÊ,7
CarnageåÊ,3
Where the Truth LiesåÊ,7
Cirque du Soleil: Worlds AwayåÊ,7
Without LimitsåÊ,7
Me and Orson WellesåÊ,7
The Best OfferåÊ,7
Bad Lieutenant: Port of Call New OrleansåÊ,7
A Turtle's Tale: Sammy's AdventuresåÊ,3
Little White LiesåÊ,7
Love RanchåÊ,7
The True Story of Puss'N BootsåÊ,3
Space DogsåÊ,3
The CounseloråÊ,3
IroncladåÊ,3
WaterlooåÊ,3
Kung Fu KilleråÊ,7
Red SkyåÊ,3
Dangerous LiaisonsåÊ,3
On the RoadåÊ,7
Star Trek IV: The Voyage HomeåÊ,4
Rocky BalboaåÊ,8
Point BreakåÊ,3
Scream 2åÊ,4
Jane Got a GunåÊ,7
Think Like a Man TooåÊ,8
The Whole Nine YardsåÊ,0
FootlooseåÊ,8
Old SchoolåÊ,8
The Fisher KingåÊ,0
I Still Know What You Did Last SummeråÊ,0
Return to MeåÊ,3
Zack and Miri Make a PornoåÊ,3
Nurse BettyåÊ,3
The Men Who Stare at GoatsåÊ,3
Double TakeåÊ,7
"Girl, InterruptedåÊ",3
Win a Date with Tad Hamilton!åÊ,3
Muppets from SpaceåÊ,3
The WizåÊ,7
Ready to RumbleåÊ,7
Play It to the BoneåÊ,7
I Don't Know How She Does ItåÊ,7
Piranha 3DåÊ,3
Beyond the SeaåÊ,7
Meet the DeedlesåÊ,7
The Princess and the CobbleråÊ,7
The Bridge of San Luis ReyåÊ,7
FasteråÊ,3
Howl's Moving CastleåÊ,7
ZombielandåÊ,8
King KongåÊ,2
The WaterboyåÊ,6
Star Wars: Episode V - The Empire Strikes BackåÊ,5
Bad BoysåÊ,8
The Naked Gun 2å_: The Smell of FearåÊ,8
Final DestinationåÊ,0
The Ides of MarchåÊ,0
Pitch BlackåÊ,0
Someone Like You...åÊ,3
HeråÊ,3
Eddie the EagleåÊ,3
Joy RideåÊ,3
The Adventurer: The Curse of the Midas BoxåÊ,7
Anywhere But HereåÊ,3
Chasing LibertyåÊ,7
The CrewåÊ,7
HaywireåÊ,3
Jaws: The RevengeåÊ,3
Marvin's RoomåÊ,7
The LongshotsåÊ,7
The End of the AffairåÊ,7
Harley Davidson and the Marlboro ManåÊ,7
In the Valley of ElahåÊ,7
Coco Before ChanelåÊ,7
ForsakenåÊ,3
ChÌ©riåÊ,7
RogueåÊ            ,3
Vanity FairåÊ,3
Bodyguards and AssassinsåÊ,3
1408åÊ,8
SpaceballsåÊ,0
The Water DivineråÊ,7
GhoståÊ,2
There's Something About MaryåÊ,6
The Santa ClauseåÊ,6
The RookieåÊ,8
The Game PlanåÊ,8
The Bridges of Madison CountyåÊ,8
The AnimalåÊ,0
GandhiåÊ,3
The Hundred-Foot JourneyåÊ,0
The NetåÊ,0
I Am SamåÊ,0
Son of GodåÊ,0
UnderworldåÊ,0
DerailedåÊ,3
The Informant!åÊ,3
ShadowlandsåÊ,3
Deuce Bigalow: European GigoloåÊ,3
Delivery ManåÊ,3
Victor FrankensteinåÊ,7
Our Kind of TraitoråÊ,7
Saving SilvermanåÊ,3
Diary of a Wimpy Kid: Dog DaysåÊ,0
Summer of SamåÊ,3
Jay and Silent Bob Strike BackåÊ,3
The IslandåÊ,3
The Glass HouseåÊ,3
"Hail, Caesar!åÊ",3
Josie and the PussycatsåÊ,7
HomefrontåÊ,3
The Little VampireåÊ,7
I Heart HuckabeesåÊ,7
RoboCop 3åÊ,7
Megiddo: The Omega Code 2åÊ,7
Darling LiliåÊ,7
Dudley Do-RightåÊ,7
The Transporter RefueledåÊ,3
The LibertineåÊ,7
Black BookåÊ,7
Joyeux NoelåÊ,7
Hit and RunåÊ,7
Mad MoneyåÊ,3
Before I Go to SleepåÊ,7
SorcereråÊ,3
StoneåÊ,7
MoliÌ¬reåÊ,7
Out of the FurnaceåÊ,7
Michael ClaytonåÊ,0
My Fellow AmericansåÊ,3
Arlington RoadåÊ,3
UnderdogsåÊ,3
To Rome with LoveåÊ,3
FirefoxåÊ,0
South Park: Bigger Longer & UncutåÊ,0
Death at a FuneralåÊ,7
Teenage Mutant Ninja Turtles IIIåÊ,0
HardballåÊ,0
Silver Linings PlaybookåÊ,4
Freedom WritersåÊ,3
For Colored GirlsåÊ,0
The TransporteråÊ,3
Never Back DownåÊ,3
The Rage: Carrie 2åÊ,3
The BacheloråÊ            ,3
Away We GoåÊ,7
Swing VoteåÊ,3
Moonlight MileåÊ,7
Tinker Tailor Soldier SpyåÊ,3
MollyåÊ,7
The BeaveråÊ,7
The Best Little Whorehouse in TexasåÊ,8
eXistenZåÊ,7
Raiders of the Lost ArkåÊ,2
Home Alone 2: Lost in New YorkåÊ,6
Close Encounters of the Third KindåÊ,4
PulseåÊ,3
Beverly Hills Cop IIåÊ,6
Bringing Down the HouseåÊ,4
The Silence of the LambsåÊ,4
Wayne's WorldåÊ,4
Jackass 3DåÊ,4
Jaws 2åÊ,4
Beverly Hills ChihuahuaåÊ,8
The ConjuringåÊ,4
Are We There Yet?åÊ,8
TammyåÊ,8
DisturbiaåÊ,8
School of RockåÊ,8
Mortal KombatåÊ,8
Wicker ParkåÊ,7
White ChicksåÊ,8
The DescendantsåÊ,8
HolesåÊ,8
The Last SongåÊ,8
12 Years a SlaveåÊ,0
DrumlineåÊ,0
Why Did I Get Married Too?åÊ,0
Edward ScissorhandsåÊ,0
Me Before YouåÊ,0
Madea's Witness ProtectionåÊ,8
The French ConnectionåÊ,3
Bad MomsåÊ,0
Date MovieåÊ,0
Return to Never LandåÊ,0
SelmaåÊ,0
The Jungle Book 2åÊ,0
BoogeymanåÊ,0
PremonitionåÊ,0
The Tigger MovieåÊ,0
OrphanåÊ,0
MaxåÊ,0
Meet the BrownsåÊ            ,3
Epic MovieåÊ,0
Conan the BarbarianåÊ,0
SpotlightåÊ,0
Lakeview TerraceåÊ,0
The Grudge 2åÊ,0
How Stella Got Her Groove BackåÊ,0
Bill & Ted's Bogus JourneyåÊ,0
Man of the YearåÊ,0
The Black HoleåÊ,3
The AmericanåÊ,3
SelenaåÊ,3
Vampires SuckåÊ,3
BabelåÊ,3
This Is Where I Leave YouåÊ,3
DoubtåÊ,3
Team America: World PoliceåÊ,3
Texas Chainsaw 3DåÊ,3
CopycatåÊ,3
Scary Movie 5åÊ,3
Paint Your WagonåÊ,3
MilkåÊ,3
RisenåÊ,0
Ghost ShipåÊ,3
A Very Harold & Kumar 3D ChristmasåÊ,3
Wild ThingsåÊ,3
The StepfatheråÊ,3
The DebtåÊ,3
High FidelityåÊ,3
One Missed CallåÊ,3
Eye for an EyeåÊ,0
The Bank JobåÊ,3
Eternal Sunshine of the Spotless MindåÊ,3
You AgainåÊ,3
Street KingsåÊ,3
The World's EndåÊ,3
Nancy DrewåÊ,3
DaybreakersåÊ,3
She's Out of My LeagueåÊ,3
Monte CarloåÊ,3
Stay AliveåÊ,3
Quigley Down UnderåÊ,3
Alpha and OmegaåÊ,3
The CovenantåÊ,3
Stick ItåÊ,3
ShortsåÊ,3
To Die ForåÊ,3
NerveåÊ,3
AppaloosaåÊ,3
VampiresåÊ,3
Yu-Gi-Oh! Duel MonstersåÊ            ,3
PsychoåÊ,3
My Best Friend's GirlåÊ,3
Endless LoveåÊ,3
Georgia RuleåÊ,3
Under the RainbowåÊ,7
LadyhawkeåÊ,3
Simon BirchåÊ,3
Reign Over MeåÊ,3
Into the WildåÊ,3
School for ScoundrelsåÊ,3
Silent Hill: Revelation 3DåÊ,3
From Dusk Till DawnåÊ,3
Pooh's Heffalump MovieåÊ,3
Home for the HolidaysåÊ,3
Kung Fu HustleåÊ,3
Fired UpåÊ            ,3
The Country BearsåÊ,3
The Kite RunneråÊ,3
21 GramsåÊ,3
PaparazziåÊ,3
TwilightåÊ,6
A Guy ThingåÊ,3
LoseråÊ,3
Capitalism: A Love StoryåÊ,7
The Greatest Story Ever ToldåÊ,7
Secret in Their EyesåÊ,3
Disaster MovieåÊ,7
ArmoredåÊ,3
The Man Who Knew Too LittleåÊ,7
What's Your Number?åÊ,7
LockoutåÊ,7
EnvyåÊ,7
Crank: High VoltageåÊ,7
Bullets Over BroadwayåÊ,7
One Night with the KingåÊ,7
The Quiet AmericanåÊ,7
The Weather ManåÊ,7
UndisputedåÊ,7
Ghost TownåÊ,7
12 RoundsåÊ,7
Let Me InåÊ,7
3 Ninjas Kick BackåÊ,7
Be Kind RewindåÊ,7
Mrs Henderson PresentsåÊ,7
Triple 9åÊ,7
Deconstructing HarryåÊ,7
Three to TangoåÊ,7
BurntåÊ,7
We're No AngelsåÊ,7
Everyone Says I Love YouåÊ,7
Death at a FuneralåÊ,7
Death SentenceåÊ,7
Everybody's FineåÊ,7
Superbabies: Baby Geniuses 2åÊ,7
The ManåÊ,7
Code Name: The CleaneråÊ,7
Connie and CarlaåÊ,7
Sweet CharityåÊ,3
Inherent ViceåÊ,7
DoogalåÊ,7
Battle of the YearåÊ,7
PerceptionåÊ            ,3
An American CarolåÊ,7
Machete KillsåÊ,7
WillardåÊ,7
Strange WildernessåÊ,7
Topsy-TurvyåÊ,7
Little BoyåÊ,7
A Dangerous MethodåÊ,7
A Scanner DarklyåÊ,7
Chasing MavericksåÊ,7
Alone in the DarkåÊ,7
BandslamåÊ,7
BirthåÊ,7
A Most Violent YearåÊ,7
PasschendaeleåÊ,3
Flash of GeniusåÊ,7
I'm Not There.åÊ,7
The Cold Light of DayåÊ,7
The Brothers BloomåÊ,7
"Synecdoche, New YorkåÊ",7
Princess MononokeåÊ,7
Bon voyageåÊ,7
Can't Stop the MusicåÊ,7
The PropositionåÊ,7
CourageåÊ,7
Marci XåÊ,7
EquilibriumåÊ,7
The Children of Huang ShiåÊ,7
The YardsåÊ,7
The Oogieloves in the Big Balloon AdventureåÊ,7
By the SeaåÊ,7
SteamboyåÊ,7
The Game of Their LivesåÊ,7
All Good ThingsåÊ,7
Rapa NuiåÊ,7
CJ7åÊ,7
Les couloirs du temps: Les visiteurs IIåÊ,7
Dylan Dog: Dead of NightåÊ,7
People I KnowåÊ,7
The Doombolt ChaseåÊ            ,3
The TempeståÊ,7
RegressionåÊ,7
The TouchåÊ,3
Three Kingdoms: Resurrection of the DragonåÊ,3
ShatteredåÊ,3
ZambeziaåÊ,3
RamanujanåÊ,3
Dwegons and LeprechaunsåÊ,3
Hands of StoneåÊ,3
SurvivoråÊ,3
The Frozen GroundåÊ,3
The Painted VeilåÊ,7
The Baader Meinhof ComplexåÊ,7
Dances with WolvesåÊ,6
Bad TeacheråÊ,4
Sea of LoveåÊ,0
A Cinderella StoryåÊ,0
ScreamåÊ,4
Thir13en GhostsåÊ,0
The ShiningåÊ,3
Back to the FutureåÊ,2
House on Haunted HillåÊ,0
I Can Do Bad All by MyselfåÊ,0
Fight ValleyåÊ,3
The SwitchåÊ,3
Just MarriedåÊ,0
The Devil's DoubleåÊ,7
"Gone, Baby, GoneåÊ            ",3
Thomas and the Magic RailroadåÊ,3
The CraziesåÊ,0
Spirited AwayåÊ,7
FirestormåÊ,3
The BountyåÊ,7
The Book ThiefåÊ,3
Sex DriveåÊ,7
Leap YearåÊ,7
The Fall of the Roman EmpireåÊ,3
Take Me Home TonightåÊ,7
Won't Back DownåÊ,7
The NutcrackeråÊ,7
Kansas CityåÊ,7
IndignationåÊ,7
The Amityville HorroråÊ,8
Adaptation.åÊ,3
Land of the DeadåÊ,3
Out of InfernoåÊ,3
Fear and Loathing in Las VegasåÊ,7
The Invention of LyingåÊ,3
NeighborsåÊ,6
The MaskåÊ,4
BigåÊ,4
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of KazakhstanåÊ,4
Legally BlondeåÊ,8
Star Trek III: The Search for SpockåÊ,8
The Exorcism of Emily RoseåÊ,8
Deuce Bigalow: Male GigoloåÊ,8
Left BehindåÊ,7
The Family StoneåÊ,7
Barbershop 2: Back in BusinessåÊ,8
Bad SantaåÊ,0
Austin Powers: International Man of MysteryåÊ,0
My Big Fat Greek Wedding 2åÊ,0
Diary of a Wimpy Kid: Rodrick RulesåÊ,0
PredatoråÊ,0
AmadeusåÊ,0
Prom NightåÊ,0
Mean GirlsåÊ,8
Under the Tuscan SunåÊ,0
Gosford ParkåÊ,0
The O.C.åÊ            ,3
Peggy Sue Got MarriedåÊ,0
Birdman or (The Unexpected Virtue of Ignorance)åÊ,0
Blue JasmineåÊ,3
United 93åÊ,3
HoneyåÊ,3
GloryåÊ,3
Spy HardåÊ,3
The FogåÊ,3
Soul SurferåÊ,0
Catch-22åÊ,3
Observe and ReportåÊ,3
Conan the DestroyeråÊ,3
Raging BullåÊ,7
Love HappensåÊ,3
Young Sherlock HolmesåÊ,7
FameåÊ,3
127 HoursåÊ,3
Small Time CrooksåÊ,3
Center StageåÊ,3
Love the CoopersåÊ,3
Catch That KidåÊ,3
Life as a HouseåÊ,3
Steve JobsåÊ,3
"I Love You, Beth CooperåÊ",7
Youth in RevoltåÊ,3
The Legend of the Lone RangeråÊ,7
The Tailor of PanamaåÊ,7
Blow OutåÊ,3
GetawayåÊ,7
The Ice StormåÊ,7
And So It GoesåÊ,3
Troop Beverly HillsåÊ,7
Being JuliaåÊ,7
9å_ WeeksåÊ,7
DragonslayeråÊ,7
The Last StationåÊ,7
Ed WoodåÊ,7
Labor DayåÊ,7
Mongol: The Rise of Genghis KhanåÊ,7
RocknRollaåÊ,7
MegaforceåÊ,7
HamletåÊ,7
Mao's Last DanceråÊ,7
Midnight SpecialåÊ,7
Anything ElseåÊ,7
The Railway ManåÊ,7
UnforgettableåÊ            ,3
The White RibbonåÊ,7
RestorationåÊ,3
The WraithåÊ,7
The Salton SeaåÊ,7
Metallica Through the NeveråÊ,7
The InformersåÊ,3
CarlosåÊ            ,7
I Come with the RainåÊ,3
One Man's HeroåÊ,7
Day of the DeadåÊ,3
I Am WrathåÊ,3
RenaissanceåÊ,7
ForsakenåÊ,3
Red SonjaåÊ,3
Red LightsåÊ,3
SuperbadåÊ,4
Madea Goes to JailåÊ,8
WolvesåÊ,3
Step Up 2: The StreetsåÊ,0
Hoodwinked!åÊ,0
Hotel RwandaåÊ,3
HitmanåÊ,0
Black NativityåÊ,7
The PrinceåÊ,3
City of GhostsåÊ,7
The OthersåÊ,8
AliensåÊ,8
My Fair LadyåÊ,8
I Know What You Did Last SummeråÊ,8
Let's Be CopsåÊ,8
SidewaysåÊ,8
BeerfeståÊ,3
HalloweenåÊ,0
HeroåÊ,7
Good Boy!åÊ,0
The Best Man HolidayåÊ,8
Smokin' AcesåÊ,3
Saw 3D: The Final ChapteråÊ,0
40 Days and 40 NightsåÊ,0
TRON: LegacyåÊ,6
A Night at the RoxburyåÊ,3
BeastlyåÊ,3
The Hills Have EyesåÊ,0
Dickie Roberts: Former Child StaråÊ,3
"McFarland, USAåÊ",0
Lottery TicketåÊ,3
ATLåÊ,3
Pitch PerfectåÊ,8
Summer CatchåÊ,3
A Simple PlanåÊ,3
TheyåÊ,7
Larry the Cable Guy: Health InspectoråÊ,3
The Adventures of Elmo in GrouchlandåÊ,7
Brooklyn's FineståÊ,3
55 Days at PekingåÊ,3
Evil DeadåÊ,0
My Life in RuinsåÊ,7
American DreamzåÊ,7
Superman IV: The Quest for PeaceåÊ,3
How She MoveåÊ,7
Running ScaredåÊ,7
Bobby Jones: Stroke of GeniusåÊ,7
Shanghai SurpriseåÊ,7
The IllusioniståÊ,0
RoaråÊ,7
Veronica GuerinåÊ,7
Escobar: Paradise LoståÊ,7
Southland TalesåÊ,7
Dragon HuntersåÊ,3
Damnation AlleyåÊ,3
The ApparitionåÊ,7
My GirlåÊ,0
Fur: An Imaginary Portrait of Diane ArbusåÊ,7
The IllusioniståÊ,0
Wall StreetåÊ,0
Sense and SensibilityåÊ,0
Becoming JaneåÊ,3
Sydney WhiteåÊ,7
House of Sand and FogåÊ,7
Dead Poets SocietyåÊ,8
Dumb & DumberåÊ,4
When Harry Met Sally...åÊ,8
The VerdictåÊ,0
Road TripåÊ,8
Varsity BluesåÊ,0
The ArtiståÊ,0
The UnbornåÊ,0
Moonrise KingdomåÊ,0
The Texas Chainsaw Massacre: The BeginningåÊ,0
The Young MessiahåÊ,7
The Master of DisguiseåÊ,0
Pan's LabyrinthåÊ,0
The MessengersåÊ            ,3
See Spot RunåÊ,3
Baby BoyåÊ,3
The RoommateåÊ,0
Joe DirtåÊ,3
Double ImpactåÊ,3
Hot FuzzåÊ,3
The WomenåÊ,3
Vicky Cristina BarcelonaåÊ,3
Arn: The Knight TemplaråÊ,3
Bad MomsåÊ,0
Boys and GirlsåÊ,3
White OleanderåÊ,3
Jennifer's BodyåÊ,3
Drowning MonaåÊ,3
Radio DaysåÊ,7
Left BehindåÊ,7
Remember MeåÊ,3
How to DealåÊ,7
My Stepmother Is an AlienåÊ,7
PhiladelphiaåÊ,8
The Thirteenth FlooråÊ,3
The CookoutåÊ,7
MeteoråÊ,3
DuetsåÊ,7
Hollywood EndingåÊ,7
Detroit Rock CityåÊ,7
HighlanderåÊ,7
Things We Lost in the FireåÊ,7
SteelåÊ,7
The ImmigrantåÊ,7
The White CountessåÊ,7
TranceåÊ,7
Soul PlaneåÊ,7
Welcome to the SticksåÊ,3
GoodåÊ,7
Enter the VoidåÊ,7
VampsåÊ,7
Hachi: A Dog's TaleåÊ,3
ZuluåÊ,3
The HomesmanåÊ,7
Juwanna MannåÊ,7
LilyhammeråÊ            ,3
AraratåÊ,7
MadisonåÊ,7
Slow BurnåÊ,7
WasabiåÊ,7
SlitheråÊ,7
Beverly Hills CopåÊ,2
Home AloneåÊ,5
3 Men and a BabyåÊ,6
TootsieåÊ,6
Top GunåÊ,6
"Crouching Tiger, Hidden DragonåÊ",4
American BeautyåÊ,4
The King's SpeechåÊ,4
TwinsåÊ,4
Scream: The TV SeriesåÊ            ,3
The Yellow HandkerchiefåÊ,7
The Color PurpleåÊ,8
Tidal WaveåÊ,3
Ben-HuråÊ,3
The Imitation GameåÊ,8
Private BenjaminåÊ,8
Coal Miner's DaughteråÊ,8
Diary of a Wimpy KidåÊ,8
MamaåÊ,8
HalloweenåÊ,0
National Lampoon's VacationåÊ,0
Bad GrandpaåÊ,4
The QueenåÊ,0
BeetlejuiceåÊ,8
Why Did I Get Married?åÊ,0
Little WomenåÊ,0
The Woman in BlackåÊ,0
When a Stranger CallsåÊ,0
Big Fat LiaråÊ,0
The Deer HunteråÊ,3
Wag the DogåÊ,0
The Lizzie McGuire MovieåÊ,0
SnitchåÊ,0
KrampusåÊ,0
The FacultyåÊ,0
What's Love Got to Do with ItåÊ,0
Cop LandåÊ,0
Not Another Teen MovieåÊ,0
End of WatchåÊ,0
AlohaåÊ,3
The SkullsåÊ,3
The Theory of EverythingåÊ,3
Malibu's Most WantedåÊ,3
Where the Heart IsåÊ,3
Lawrence of ArabiaåÊ,7
Halloween IIåÊ,3
WildåÊ,0
The Last House on the LeftåÊ,3
The Wedding DateåÊ,3
Halloween: ResurrectionåÊ,3
Clash of the TitansåÊ,6
The Princess BrideåÊ,3
The Great DebatersåÊ,3
DriveåÊ,3
Confessions of a Teenage Drama QueenåÊ,3
The Object of My AffectionåÊ,3
28 Weeks LateråÊ,3
When the Game Stands TallåÊ,3
Because of Winn-DixieåÊ,3
Love & BasketballåÊ,3
Grosse Pointe BlankåÊ,3
All About SteveåÊ,3
Book of Shadows: Blair Witch 2åÊ,3
The CraftåÊ,3
Match PointåÊ,3
Ramona and BeezusåÊ,3
The Remains of the DayåÊ,3
Boogie NightsåÊ,3
Nowhere to RunåÊ,3
FlickaåÊ,3
The Hills Have Eyes IIåÊ,3
Urban Legends: Final CutåÊ,3
Tuck EverlastingåÊ,3
The MarineåÊ,3
KeanuåÊ,3
Country StrongåÊ,3
Disturbing BehavioråÊ,3
The Place Beyond the PinesåÊ,3
The November ManåÊ,3
Eye of the BeholderåÊ,3
The Hurt LockeråÊ,3
FirestarteråÊ,3
Killing Them SoftlyåÊ,3
A Most Wanted ManåÊ,3
Freddy Got FingeredåÊ,7
The Pirates Who Don't Do Anything: A VeggieTales MovieåÊ,7
U2 3DåÊ,7
Highlander: EndgameåÊ,7
IdlewildåÊ,7
One DayåÊ,7
Whip ItåÊ,7
Knockaround GuysåÊ,7
ConfidenceåÊ,7
The MuseåÊ,7
De-LovelyåÊ,7
New York StoriesåÊ,7
Barney's Great AdventureåÊ,7
The Man with the Iron FistsåÊ,3
Home FriesåÊ,7
Here on EarthåÊ,7
BrazilåÊ,7
Raise Your VoiceåÊ,7
The Dead ZoneåÊ            ,3
The Big LebowskiåÊ,3
Black Snake MoanåÊ,7
Dark BlueåÊ,7
A Mighty HeartåÊ,7
Whatever It TakesåÊ,7
Boat TripåÊ,7
The Importance of Being EarneståÊ,7
The Love LetteråÊ,3
HootåÊ,7
In BrugesåÊ,7
PeeplesåÊ,7
The RockeråÊ,7
Post GradåÊ,7
Promised LandåÊ,7
Whatever WorksåÊ,7
The In CrowdåÊ,7
Three BurialsåÊ,7
Jakob the LiaråÊ,7
Kiss Kiss Bang BangåÊ,7
Idle HandsåÊ,7
Mulholland DriveåÊ,7
Blood and ChocolateåÊ,7
You Will Meet a Tall Dark StrangeråÊ,7
Never Let Me GoåÊ,7
The CompanyåÊ            ,3
TranssiberianåÊ,7
The Clan of the Cave BearåÊ,7
Crazy in AlabamaåÊ,7
Funny GamesåÊ,7
ListeningåÊ,3
Felicia's JourneyåÊ,7
MetropolisåÊ,7
District B13åÊ,7
Things to Do in Denver When You're DeadåÊ,7
The AssassinåÊ,7
Buffalo SoldiersåÊ,7
The ReturnåÊ,7
Ong-bak 2åÊ,7
CenturionåÊ,7
Silent TriggeråÊ,3
The Midnight Meat TrainåÊ,7
Winnie MandelaåÊ,3
The Son of No OneåÊ,7
All the Queen's MenåÊ,7
The Good NightåÊ,7
Bathory: Countess of BloodåÊ,3
KhumbaåÊ,3
AutomataåÊ,3
Dungeons & Dragons: Wrath of the Dragon GodåÊ,3
Chiamatemi Francesco - Il Papa della genteåÊ,3
Shinjuku IncidentåÊ,3
PandaemoniumåÊ,3
Groundhog DayåÊ,8
Magic Mike XXLåÊ,8
Romeo + JulietåÊ,0
Sarah's KeyåÊ,7
FreedomåÊ,3
UnforgivenåÊ,4
ManderlayåÊ,7
Slumdog MillionaireåÊ,6
Fatal AttractionåÊ,6
Pretty WomanåÊ,6
Towering InfernoåÊ            ,3
Crocodile Dundee IIåÊ,4
Broken HorsesåÊ,3
Born on the Fourth of JulyåÊ,8
Cool RunningsåÊ,8
My Bloody ValentineåÊ,0
The PossessionåÊ,0
First BloodåÊ,3
Stomp the YardåÊ,0
The Spy Who Loved MeåÊ,0
Ghost HuntersåÊ            ,3
Urban LegendåÊ,0
Dangerous LiaisonsåÊ,3
Good DeedsåÊ,3
White FangåÊ,3
SuperstaråÊ,3
The Iron LadyåÊ,3
Jonah: A VeggieTales MovieåÊ,3
Poetic JusticeåÊ,3
All About the BenjaminsåÊ,3
Vampire in BrooklynåÊ,3
Exorcist II: The HereticåÊ,3
An American HauntingåÊ,3
My Boss's DaughteråÊ,3
A Perfect GetawayåÊ,3
Our Family WeddingåÊ,3
Dead Man on CampusåÊ,3
Tea with MussoliniåÊ,7
ThinneråÊ,3
"New York, New YorkåÊ",3
CrooklynåÊ,7
I Think I Love My WifeåÊ,7
Jason XåÊ,7
Big Fat LiaråÊ,0
BobbyåÊ,7
Head Over HeelsåÊ,7
Fun SizeåÊ,7
The Diving Bell and the ButterflyåÊ,7
Little ChildrenåÊ,7
GossipåÊ,7
A Walk on the MoonåÊ,7
Catch a FireåÊ,7
Soul SurvivorsåÊ,7
Jefferson in ParisåÊ,7
Easy VirtueåÊ,7
CaravansåÊ,7
Mr. TurneråÊ,7
Wild GrassåÊ,7
Amen.åÊ,7
Reign of AssassinsåÊ,3
The Lucky OnesåÊ,7
MargaretåÊ,7
Stan HelsingåÊ,3
FlippedåÊ,7
Brokeback MountainåÊ,8
Teenage Mutant Ninja TurtlesåÊ,6
CluelessåÊ,0
Far from HeavenåÊ,3
Hot Tub Time Machine 2åÊ,7
DekalogåÊ            ,7
QuillsåÊ,7
Seven PsychopathsåÊ,3
The Caveman's ValentineåÊ,7
The BorderåÊ            ,3
DownfallåÊ,7
The Sea InsideåÊ,7
Under the SkinåÊ,7
"Good Morning, VietnamåÊ",4
The Last GodfatheråÊ,7
Justin Bieber: Never Say NeveråÊ,8
Black SwanåÊ,4
RoboCopåÊ,0
The Godfather: Part IIåÊ,0
Save the Last DanceåÊ,8
